filename,contrast_00,contrast_45,contrast_90,contrast_135,corellation_00,corellation_45,corellation_90,corellation_135,homogeneity_00,homogeneity_45,homogeneity_90,homogeneity_135,entropy_00,entropy_45,entropy_90,entropy_135,variance_00,variance_45,variance_90,variance_135,r,g,b,h,s,i,grayscale,class
20200713_150529.jpg,536.8414739173179,826.9716659433279,550.9230437992126,767.5485770971517,0.0003122100192688115,0.0002954339935281958,0.00031129383191849533,0.0002989519179185814,0.0789122208888965,0.06238531957911815,0.0742931046775858,0.06373557169726093,4.022981916737472,4.07739300194168,4.030419076916651,4.0658693593881665,2907.2477422318934,2902.679907055983,2908.1152284555633,2902.77656137946,0.57279052734375,0.5684462603400735,0.6359298406862746,0.5903990502450981,0.037623027726715684,0.6396381452971813,0.5890981636795343,2
20200713_154745.jpg,259.2263164370072,496.66309132618403,317.4220595472436,416.0034100068187,0.0005827189554202434,0.0005337328969356521,0.0005691920352513337,0.0005499151117015651,0.1903782322194896,0.12164930803072094,0.13599759704251824,0.12250598187716202,3.734794835256242,3.854469117944046,3.7993646755942034,3.8384401435465243,1574.855930843716,1578.917886781505,1580.4480818429643,1578.9014251777305,0.500872683057598,0.5001491172640932,0.6465827493106617,0.5479753082873775,0.05707768458946078,0.4694515452665441,0.5440391390931373,2
20200713_154948.jpg,245.32000492125766,343.12641825283566,210.64400836613993,356.45278690557217,0.0005638535127682462,0.0005530516366305364,0.0005783507086021978,0.0005505507405501442,0.1802627520713253,0.12695506513342183,0.1551860617338957,0.14071155853721598,3.7373452751344307,3.8072198324510027,3.728623819137465,3.8005770763723605,1640.9407268975697,1616.21175764295,1616.391702077128,1616.0443567325008,0.5779337565104167,0.5881890988817402,0.6946195714613971,0.6189716413909314,0.04015802121629902,0.1923172296262255,0.6189247280943627,2
20200713_155058.jpg,331.38668799212553,561.1125922251819,418.1849778543284,553.387004774009,0.0006047595044817868,0.0005551249773056684,0.0005899631515301378,0.0005570188818578353,0.16988190146372692,0.11573992934788307,0.13377053826592905,0.1170696908963449,3.7627875454397057,3.849897388558103,3.8027876403546155,3.852537531991549,1466.7550797567421,1453.7477989955898,1450.7169596849296,1453.5221768502608,0.5276422238817402,0.5152425130208333,0.6251718558517156,0.5543186561734068,0.0435092103247549,0.7698007621017157,0.5495703603707108,2
20200713_155523.jpg,173.77263779527507,254.86297972595847,99.69955708661267,207.68479136958155,0.0004761857343065445,0.0004671724205202812,0.00048534673209797133,0.0004729955743393292,0.16224830779541774,0.1132559143677117,0.15562148911889181,0.1237693127907737,3.753469072263442,3.8494814841892095,3.6983027747287367,3.8055100923623524,2009.2074487480245,2004.4544770470836,2009.2646642402626,2004.6693687147865,0.45426384420955884,0.45326550053615194,0.6275172813265931,0.5107402726715686,0.06606947954963235,0.5389799230238971,0.505526673560049,2
20200713_164651.jpg,269.428580216534,469.0925041850079,288.21727362204797,422.9844379688762,0.0006165855232641395,0.0005728770718134684,0.0006149164672640509,0.0005835476674405363,0.1952006599606808,0.12142221281141648,0.1363705596346721,0.11956907842197764,3.734361870476281,3.846511193969379,3.7810971107467495,3.8337300968925327,1473.565883327351,1466.3699902480423,1466.4232445730504,1466.5241490482692,0.5053105373008578,0.5020639456954656,0.6539342543658089,0.5525629978553922,0.05593142041973039,0.5562918868719363,0.5478934493719363,2
20200713_165656.jpg,458.79853592518896,674.2512865025672,381.07283464566433,598.7216194432394,0.000275646092247616,0.0002665817598520421,0.0002789435574598431,0.0002698874049803525,0.07925477500422816,0.06684966122859545,0.08236394256740284,0.06813708270768364,4.021007979304763,4.068658344334779,3.9952250921568115,4.051170078573258,3381.7474296049277,3376.677137247831,3383.0465647420456,3376.767134565979,0.5356330422794118,0.5320611691942402,0.6205116421568627,0.5613736021752451,0.04817373238357843,0.5992812212775736,0.5588773839613971,2
20200713_193521.jpg,304.818036417323,549.862669725343,416.6844857283466,568.3634447268915,0.0004329108541025447,0.0004054422820377256,0.000419663614583394,0.00040343717189689156,0.16494790366049245,0.0967920379386951,0.10803876695208556,0.10190309613662363,3.834853082851594,3.9588486151845808,3.917789144262468,3.9475261170074205,2145.8830992354456,2151.2255921321953,2152.188404889034,2151.264739679941,0.378408873314951,0.36901663985906863,0.5149531345741422,0.4192638920802696,0.0766989315257353,0.6914622587316176,0.4136905445772059,2
20200713_193702.jpg,224.63847194881654,402.26058652117024,334.97982283464455,450.7810155620275,0.0005874698837164557,0.0005554635900869962,0.000569238846513684,0.0005456962731750023,0.24410920053901836,0.1463073380471825,0.15338146799659347,0.14443356514856856,3.6625052997800416,3.788545489575002,3.759632255199671,3.8034144087469497,1581.307724589372,1569.606826443336,1569.2290133818647,1569.3307566779997,0.5668588675704657,0.5625773111979167,0.6637532552083333,0.5963711607689951,0.04375789866727941,0.6075733857996324,0.5934086818321078,2
20200713_194345.jpg,162.001599409449,255.0869861739696,197.64443897637713,288.7423274846546,0.0005026091850754928,0.0004959613957799424,0.0005045345883466019,0.0004912003828046125,0.3638492977654321,0.2503093491366293,0.27520171466790366,0.2514226844053201,3.392536786679228,3.5445479382086233,3.4973689946396367,3.5431605245323494,1905.019566545131,1879.4569975670042,1877.7126043852775,1879.4451050723237,0.5537913602941177,0.5508554496017157,0.6446322571997549,0.5815386603860294,0.04286726409313726,0.5485590916053922,0.5793701171875,2
20200713_194540.jpg,215.81274606299257,408.53437906875797,292.8061638779511,381.8040176080361,0.0005043352252105429,0.0004765570769859582,0.000493463667388213,0.0004803568936261901,0.21243313910320255,0.13528530075921857,0.1628676138864496,0.1473837927535846,3.720084126995452,3.842830482554795,3.7866766904464706,3.823029216703227,1868.2874320753656,1869.0540249232113,1867.6359428166004,1869.168445246763,0.44639054840686276,0.4421951593137255,0.5719532686121324,0.485342467064951,0.06014811197916667,0.6452785117953431,0.4815231024050245,2
20200713_194739.jpg,142.1363804133849,244.56320912641627,163.63693405511677,228.62161324322417,0.0005519336286847751,0.0005384994707619603,0.0005526160789611182,0.0005411763119486245,0.3373185437094818,0.19702079096404115,0.21578457468829831,0.20101245255145603,3.4643711993614614,3.632317784934426,3.571708012140059,3.6170655203476865,1737.7134095572283,1725.4031369687218,1723.6788550658407,1725.405210684319,0.5207170075061275,0.5151312136182598,0.5813031364889706,0.5375873640471813,0.03488961014093137,0.6246349858302697,0.5355942670036765,2
